nome,ingrediente,preparo,sabor
"Pudim de Maria-mole Natalino
","- 1 caixa de maria-mole
- 1 xícara (chá) de água fervente
- 1 lata de leite condensado
- 1 lata de creme de leite sem soro
- 1/2 xícara (chá) de nozes

- Calda
- 1 xícara (chá) de vinho tinto seco
- 1 colher (sopa) de amido de milho
- 1 colher (sopa) de açúcar","Colocar no liquidificador a maria-mole com a água fervente e bater durante 1 minuto. Depois, acrescentar os outros ingredientes bata novamente· Em seguida, despeje a mistura em uma fôrma para pudim ( untar com óleo e enxaguar com água , assim fica mais fácil para desenformar) levo à geladeira e espero endurecer.· Enquanto isso, vou preparar a calda.

Misturar em uma panela o vinho com o amido de milho e o açúcar. Levar ao fogo e ir mexendo delicadamente com uma colher de pau, até engrossar. Deixar esfriar e despeje sobre o pudim.

Dica: a calda pode ser de sua preferência. Uma outra opção muito boa também você pode comprar um vidro de geleia ( amora, morango, pessego etc..)de sua preferência adiciona 1 xícara de água e leve ao fogo até engrossar um pouco, depois espere esfriar e jogue por cima.
Esta receita é deliciosa e muito fácil de fazer!!",d
"Panetone Caseiro
","- Primeira Etapa(fermentação)

- 80 gramas de fermento para pão
- 2 colheres(sopa) de açúcar
- Misture até ficar liquido, depois acrescente
- 2 ovos inteiros
- 150ml de leite morno
- 250gramas de farinha de trigo
- Misture tudo muito bem e leve para descansar mais ou menos 10 minutos ( Não fermentar muito)

Ingredientes da massa :
- 150gramas de margarina
- 100gramas de açúcar
- 3 gemas temperatura ambiente
- 1 ovo inteiro
- 1 colher (sobremesa) essência de baunilha
- 2 colheres (sopa) de mel
- 1 colher (sopa) essência de panetone
- 1 colher(chá) raspa de limão
- 1 colher(chá) canela em pó
- 1 colher(chá) noz moscada
- 1/4 xícara (chá) de óleo
- 1 pitada de sal
- frutas cristalizadas e uvas passas a gosto
- 500 gramas de farinha de trigo ( por último)","Bate bem todos os ingredientes depois misture com a fermentação e por último junte 500 gramas de farinha de trigo , as frutas cristalizadas e as uvas passas(passando antes na farinha ou fermento para não afundar). Amasse bem e leve para assar em forma de panetone ou em forma comum untada e enfarinhada.
Fica muito saboroso!!",d
"Mousse de Manga
","- 3 Mangas maduras
- 1 pacote de gelatina sem sabor
- 1 xícara ( chá) de açúcar ( usar em 2 vezes)
- 2 copos de iogurte natural
- 1 xícara de água( usar em 2 vezes)
- 2 claras em neve","Bata as mangas com 1/2 xícara de açúcar, 1/2 xícara de água e os 2 copos de iogurte no liquidificador. Hidratar a gelatina com 1/2 xícara de água levando ao fogo rapidamente só para dissolver e junte com as mangas e bata mais um pouco. Bater as claras com 1/2 xícara de açúcar. Misturar tudo delicadamente e leve para gelar...
Fica uma Delícia!!",d
"Torta Natalina de Ricota
","- 500 gramas de ricota
- 1 lata de leite condensado
- 1 xícara (chá) de uva passas
- 1/2 xícara (chá) de leite
- 2 colheres (sopa) amido de milho
- 2 colheres de (sopa) de açúcar
- 4 ovos

Cobertura a gosto:
- Dica: 1- Chantily com raspa de limão
- 2-Geléia de morango enfeitado com morango
- 3-Chantily com várias frutas","Bata bem no liquidificador a ricota, o leite, o amido de milho, o açúcar ,o leite condensado e as gemas. Reserve
Bata as claras em neve e acrescente a raspa de limão e as uva passas(passadas na farinha para não afundar), mexendo levemente. Junte delicadamente à mistura do liquidificador. Coloque em forma untada e enfarinhada e asse em forno médio preaquecido, até dourar levemente. decore a gosto.


Depois é só saborear esta delícia!!!",d
"Bolo Salgado de Calabresa
","Massa:
- 6 ovos
- 2 xícaras(chá) de farinha de trigo
- 1 xícara (chá) de leite quente
- 1/2 xícara(chá) de óleo
- sal a gosto
- 1 colher (sopa) de fermento em pó
- 50 gramas de queijo parmesão ralado
- Bata tudo no liquidificador deixando a farinha e o fermento e pó por útimo

Recheio:
- 200gramas de linguiça calabreza moída
- 200 gramas de mussarela ralada
- 1 cebola picada
- 1 tomate picado
- sal, pimenta, e a salsinha a gosto
","Misturar o recheio a massa e levar para assar em forma untada e polvilhada, em forno médio por uns 20 a 30 minutos.",s
"Bolo de Nozes
","Massa:
- 3 xíxaras (chá) de farinha de trigo
- 2 xícaras (chá) de açúcar
- 3 ovos
- 2 colheres de sopa de margarina
- 1 colher de sopa de fermento em pó
- 1 e 1/2 copo de leite

Recheio:
- 1 lata de leite moça
- 1 colher de sopa de margarina
- 2 xícaras (chá ) de nozes picadas

Cobertura:
- Chantily e nozes
","Massa:
Bata bem o açúcar com a margarina e as gemas, até ficar um creme claro, depois acrescente os restantes dos ingredientes e por último a claras em neve e o fermento.

Recheio:
Faça um brigadeiro mole ( não deixar dar o ponto de enrolar) . Misture as nozes e depois de frio misturar com 2 xícaras de chantily

Amigos(as) este bolo fica maravilhoso!!! ainda mais eu que adoro nozes!!

Dica: Se você nao quiser colocar o chantily pode deixar sem.",d
"Rocambole Suíço
","Massa:
- 100 gramas de chocolate ao leite picado
- 100 gramas de chocolate meio amargo
- 1/2 xícara de chá de farinha de trigo
- 1 xícara de chá de açúcar
- 6 colheres de sopa de rum ou conhaque
- 6 gemas e 6 claras

Recheio:
- 1/2 xícara de cereja picada
- 250 gramas de chantily
- 1 xícara de chá de nozes picadas","Massa:
Misture as gemas com o açúcar até virar um creme fofo. Derreta o chocolate em banho maria ou no microondas e junte ao creme. Acrescente o rum ou conhaque e a farinha de trigo e bata muito bem e reseve.
Bata as claras em neve e adicione-as delicadamente a mistura. Asse em forma untada e enfarinhada. Desenforme ainda quente.

Recheio:
Misture todos cuidadosamente o recheio e espalhe sobre a massa e enrole como rocambole e embrulhe em papel alumínio e leve a geladeira por 3 horas",d
"Rocambole de carne moída, presunto e mussarela
","- 1 kg de patinho moído
- 1 pacote de mistura para sopa de cebola
- 3 dentes de alho amassados
- sal a gosto
- 1 ovo
- Salsinha a gosto
- 1 colher (sopa) de katchup
- 50 g de farinha de rosca
- mussarela ( quantidade a gosto)
- presunto (quantidade a gosto)
","Misture bem todos os ingredientes e abra com um rolo molhado,
sobre papel alumínio. Recheie com presunto e mussarela a gosto.
Enrole como rocambole e, por cima, passe 1 colher (sopa) de manteiga
dissolvida com caldo de carne. Asse em forno baixo
",s
"Salpicão de Frango
","
- 1 peito de frango cozido desfiado
- 200 gramas de presunto picadinho em cubos
- ½ Kg de batatas cozidas e amassadas
- 1 lata de ervilhas
- 1 lata de milho
- 1 cenoura ralada
- 1 pimentão vermelho cortado bem fininho
- 1 maçã verde picada em cubos
- 1/2 xícara (chá) de nozes picadas
- 2 colheres (sopa) de salsinha picada
- /2 xícara (chá) de uvas passas
- 1/2 xic. de azeitonas picadas
- 1 xícara (chá) de maionese
- 1 caixa de creme de leite
- Temperos a gosto
- batata Palha e Alface pasra decorar","Coloque em um recipiente o peito de frango cozido e desfiado, adicione todos os outros ingredientes deixando por último o creme de leite, a salsinha e a maionese. Misture tudo muito bem e coloque em um refratário e decore com batata palha e salsinha e folhas de alface.


Muito boa esta receita!",s
"Peru à velha moda Brasileira
","- 1 peru de 3 a 4 kg
- ½ xícara (chá) de manteiga (para untar)
- Vinha dalhos 750 ml de vinho branco seco
- 1 cebola processada
- 2 dentes de alho socados
- sal
- pimenta do reino
- 2 folhas de louro
- 1 xícara (chá) de vinagre
- 1 xícara (chá) de água

- Farofa para o papo
- 6 colheres (sopa) de manteiga
- 4 gemas cozidas
- sal
- 1 xícara (chá) de farinha de mandioca crua

- Recheio
- 2 colheres (sopa) de manteiga
- miúdos de peru picados
- 100 g de presunto picado
- ½ xícara (chá) de azeitonas verdes picadas
- 1 xícara (chá) de farinha de milho amarela
- 1 xícara (chá) de farinha de mandioca
- 3 ovos cozidos
- 2 colheres (sopa) de salsinha picada
- 2 colheres (sopa) de cebolinha picada","Cortar o pescoço do peru, deixando a pele, e retirar o papo. Limpar e lavar bem.
Misturar alho, cebola, louro, sal e pimenta com 1 copo de vinho branco. Esfregar esse tempero no peru por dentro e por fora e deixar repousar por 2 ou 3 horas.
Colocar o peru numa vasilha funda e regar com o resto do vinho branco, água e vinagre. Deixar de um dia para o outro. No dia seguinte, escorrer o peru e preparar a farofa do papo.

Farofa:
Derreter a manteiga, juntar a farinha de mandioca e sal. Vá mexendo até ficar uma farofa úmida. Tirar do fogo, juntar as gemas misturando bem. Pela cavidade do pescoço, vá enchendo o papo com colheradas de farofa. Obs: não encher demais, porque enquanto o peru está assando a farinha vai inchar com a umidade. Virar a pele do pescoço para as costas da ave e costure a abertura.

Recheio:
Refogar os miúdos do peru na manteiga. Juntar salsa, cebolinha e presunto picado. Amassar a farinha de milho e misturar a farinha de mandioca. Mexer e juntar aos poucos as farinhas ao refogado de miúdos, até ficar uma farofa bem úmida. Se for necessário, colocar mais um pouco de manteiga. Acrescentar as rodelas de ovo cozido, azeitonas picadas, misturando bem e rechear o peru. Costurar a abertura. Untar o peru com a manteiga e cobrir com papel alumínio untado e levar ao forno pré-aquecido. Despejar na assadeira um pouco da vinha dalhos, que deve ser adicionada aos poucos, conforme necessário. Regar de vez em quando o peru com o molho que se formar na assadeira. Duas horas depois, retirar o papel alumínio para que o peru possa dourar, e regar sempre que necessário com o molho da assadeira.

Fica maravilhoso e não fica seco, muito bom!",s
"Petit Gateau
","- 8 gemas
- 1 xícara (chá) de açúcar-
- 1 xícara (chá) de manteiga-
- 1 xícara (chá) de farinha de trigo-
- 600g de chocolate meio amargo-
- 8 claras em neve","Bata as claras em neve e reserve. Misture à mão as gemas, a manteiga o açúcar e a farinha. Derreta o chocolate em banho-maria. Por fim, coloque as claras em neve. Coloque em forno pré-aquecido a 180º C por aproximadamente 7 minutos. O ponto certo é assado por fora, formando um creme no centro
Eu coloquei esta receita porque eu adoro!!",d
"Torta do Amor
","Massa:
- 4 ovos
- 6 colheres de (sopa) de açúcar
- 6 colheres de ( sopa) de farinha de trigo
- 1 colher de (chá) de essência de baunilha
- 1 colher de (chá) de fermento em pó

Recheio:
- Chantily bem batido, depois misture 1 caixa de morango picados e 200 gramas de suspiro.

Cobertura:
- Chantily e outra caixa de morango para enfeitar.","Bata bem as claras em neve e depois vá colocando as gemas devagar e continue batendo. Depois de bem batido acrescente o restante dos ingredientes e bata mais um pouco. Unte uma forma pequena e polvilhe farinha. Leve para assar por mais ou menos 10 a 15 minutos, com forno médio. Depois desenforme e coloque o recheio e a cobertura e leve para gelar.

Esta torta fiz para o meu esposo no dia dos namorados ... ele adorou.... fica maravilhosa...",d
"Torta Suflê de Frango
","Massa:
- 2 xícaras( chá) de leite
- 2 xícaras( chá) de farinha de trigo
- 1 xícara(chá) de óleo
- 1/2 xícara(chá) de queijo parmesão ralado
- 2 ovos
- 1 lata de creme de leite
- 1 colher de (sopa) de fermento em pó
- sal à gosto

Recheio:
- 1 xícara de (chá) de creme de leite ou 200gramas
- 1 copo de requeijão ou catupiry
- 2 peitos de frango , cozido, temperado e desfiado
- 1 lata de milho
- 1 seleta
- 100 gramas de queijo parmesão para polvilhar ( opcional)","Bata os todos os ingredientes da massa no liquidificador. Depois coloque uma parte da massa numa forma untada e polvilhada , coloque o recheio já misturado e por último o restante da massa e leve para assar em forno médio.
",s
"Quentão
","- 1 garrafa de pinga
- 2 xícaras de açúcar
- 2 paus de canela médios
- 2 limões médios cortados em rodelas
- casca de uma laranja
- 4 cravos-da-índia
- 60 g de gengibre cortado em fatias
- 3 xícaras de água quente
","Coloque o açúcar em uma panela funda. Leve ao fogo e caramelize levemente. Com cuidado, acrescente a água fervente, os cravos-da-índia, gengibre, canela, fatias de limão e casca da laranja. Ferva em fogo baixo por cerca de 10 minutos para que o caramelo dissolva. Acrescente a pinga e ferva novamente por cinco minutos. Coe e sirva

Dica: se preferir mais forte acrescente mais pinga.",b
Licor de Amarula,"- 2 copos de doce de leite
- 2 copos de creme de leite
- 1 copos de vodka
- 2 colheres de (sopa) de nescau
- 1 colher(chá) de essência de pequi ( opcional)","Bater tudo no liquidificador
Fica uma bebida suave e deliciosa

Dica: Se preferir mais forte coloque 2 copos de vodka",b
"Vinho Quente
","- 1 copo (tipo americano) de açúcar
- Cravos e canela em pau a gosto
- 1 litro de vinho tinto
- ½ litro de água
- 1 maçã (verde ou vermelha) descascada e cortada em pedacinhos
- 1 pêra descascada e cortada em pedacinhos
- 1 xícara de suco de laranja","Queime a metade do açúcar com o cravo e a canela. Acrescente o
vinho, já misturado com a água. Junte a maçã, pêra, suco de laranja
e o resto do açúcar e deixe cozinhar um pouco. Sirva bem quente

",b
"Choconhaque
","- 1 litro de leite
- 5 colheres(sopa) de chocolate em pó
- 2 colheres de (sopa) de maizena
- açúcar a gosto
- 1 dose de conhaque( a gosto)
- Tablete de chocolate ao leite","Misture o leite, chocolate em pó, açúcar e a maizena(amido de milho). Leve ao fogo até engrossar

Montagem:
No fundo da xícara coloque um pedaço de chocolate ao leite, adicione o chocolate quente por cima e junte uma dose de conhaque

Dica: se quiser pode colocar chantilly por cima fica delicioso!!
",b
"Champanhota
","- 1 champanhe sabor maçã ou cereja
- 1 lata de pêssegos em calda
- 1 lata de leite condensado
","
No copo do liquidificador coloque os pêssegos
( reserve alguns para decorar), o champanhe e o leite condensado e bata.
",b
"Salada de Berinjela
","- 2 berinjelas grandes
- 2 pimentões (amarelo e vermelho)
- 300 gramas de ervilhas tortas
- 2 abobrinhas
- 1 ou 2 chuchus
- 2 cebolas grandes
- 2 a 3 tomates grandes
- Cheiro verde e cebolinha, azeitonas verdes, azeite, vinagre, sal, pimenta do reino, só na hora de temperar.","Corte a berinjela em cubos e deixe descansar por meia hora na água. Descasque o Chuchu e corte em cubos finos, corte as abobrinhas, os pimentões, as ervilhas tortas, as cebolas , os tomates sem a pele. Escorra a berinjela, junte com os legumes picados numa forma coberta com papel alumínio e leve para assar em forno baixo até que os legumes fiquem cozidos mais ou menos uns 45 minutos aproximadamente. Depois de cozidos é so temperar com cheiro verde e cebolinhas bem picadinhas, azeitonas, azeite, vinagre, sal e pimenta do reino a gosto. Quanto mais curtida melhor .

Dica: Se quiser você pode acrescentar outros legumes de sua preferência também.
Fica saborosa! Bom Apetite!!

",s
"Fogazza Frita
","Massa:
- 1kg de farinha de trigo
- 6 colheres (sopa) óleo
- 1 colher (sopa) sal
- 4 tabletes de fermento para pão
- leite para dar ponto à massa
- óleo para fritar

Recheio:
- 500g de mussarela
- 4 tomates sem sementes
- 1 colher (sopa) orégano
- sal e pimenta a gosto","
Em um recipiente coloque o fermento esfarelado e o sal. Misture até obter um líquido, adicione um pouco do leite morno - Reserve.

Em um recipiente coloque a farinha (reserve um pouco), sal, óleo e o fermento preparado previamente . Misture com uma colher , acrescente o leite e mexa (se necessário, adicione a farinha reservada) . A seguir, sove sobre superfície enfarinhada - Deixe descansar (opcional) . Abra a massa com auxílio do rolo , modele as fogazzas com cortador redondo coloque o recheio , una as extremidades . A seguir, frite em óleo quente - Escorra e sirva a seguir. Fica deliciosa!! Bom Apetite!",s
"Bolo de Maçã
","- 2 xícaras (chá) de farinha de trigo
- 1e1/2 xícara de açúcar
- 1 xícara de óleo
- 4 ovos
- 3 maçãs
- 1 colher (sopa) de fermento em pó
- canela e açúcar para polvilhar","Bata no liquidificador a casca das maçãs, óleo, ovos e o açúcar. Depois misture com a farinha e a maçã cortada em cubos coloque em uma forma untada e polvilhada , por cima da massa polvilhe o açúcar e a canela. Leve para assar em forno médio por uns 20 a 25 minutos mais ou menos.
",d
